mode,probe_id,probe_text,neighbor_id,cosine,neighbor_line,neighbor_text
lexical,input-35,会議が長くて疲れた。,raw-L15909,0.11743077877268505,15910,"俺は一応其ホーム常連の１人で弐寺を主にやっていたのだが、ある日集団5、6人で
何かいかにもランカーっぽいやつらが来た。そして少し会話が聞こえてきて遠征組らしかった。
ここはメンテも最高だしまあ無理もないと思い、そしてどんな実力かも見てみたかった。
しかしあきらかにむかついた言葉が奴らから出てきた。俺の常連の１人がプレイ中、
遠征組みの2人が「ここどうよ？」もう一人が「カスぞろいやな」
はあ？何勝手に見下してくれてんの、ボケが！(心の声)俺は大人としてこらえたが、凄く腹ただしかった。
そしてあいつらの番、プレイヤーはたしか俺らをカス扱いしてたあいつ(多分リーダーぽかった)たしかにホームで
自信の穴クエ鳥を(ぎりぎりだが)あっさり塗り替えられた。
余裕で19万越え、たしかに上手い。その他いろいろ地元の筺体TOPのスコアを塗り替えられまくった。
しかし奴らの行動を見ていたらぎゃーぎゃー騒ぎまくるビデオ撮るわで大迷惑だった。
たしかに上手いけど人としての器がちっちゃいのは上手いを別に恥ずべきことだと思った。地元では本当に迷惑だった。"
lexical,input-36,念のため資料を何度も見直したので提出が遅れた。,raw-L06874,0.2967574723159587,6875,全てが解決したのでこれで終了
lexical,input-37,田中が確認したと佐藤が言った。,raw-L02595,0.2370927690241176,2596,このスレはロトさんが言ったとおり馬鹿ばかりだな
lexical,0c7d8d48d955dc60eb1b1f19,俺は最強に強い。,raw-L02002,0.6200821975334915,2003,北海道の最強に強い
lexical,5068b5d2023ea1d0e6dc14a0,俺は最強だからな。,raw-L02601,0.41672444001714565,2602,世界１だからな
lexical,4eb0e5a37acadbed160cea90,時既に時間切れだったんだが。,raw-L10836,0.26633022151072183,10838,>>404　ほう？お前晒されたいのかよ？脅しのつもりだったんだがお前の名前言えよ？晒してやっからよー？！
lexical,d9234388e3e491bf2349cbc8,時既に時間切れだったからな。,raw-L08524,0.20879409755568137,8525,ＰＫだった
lexical,9cdd8b27875970fd09044090,時既に時間切れだった。,raw-L15815,0.2527588074556549,15816,現代読みははぐるまだが本来ははしゃだった。お前らはより日本史を勉強するべき。
lexical,f0df1669300c694366a5e197,敵を瞬殺で倒した。,raw-L00754,0.3932456188304345,755,"さらに８人ギガスラッシュで命中されて瞬殺で倒した
残りはあと５人だべ？"
lexical,3b37fb0f431270d49cc1fe42,敵を瞬殺したからな。,raw-L03472,0.27909955824092075,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,6970657c1aa5abba94f73edb,俺は動かないです。,raw-L09837,0.34964736680172426,9838,"早く謝ってください！ナイトには攻撃きかない！
僕は絶望的な戦いはしたくないです
必死に逃げてもとんずらされて後ろから切られたくないです！はやくあやまっテ！！"
lexical,904087b6c682009ce696fdc3,俺は動かないからな。,raw-L05822,0.2766389185071456,5823,"だから防御高いからそんなの全然効かないって
暗黒は雑魚にしか大ダメージ出せないからな"
lexical,a28e9f1e2d71f81ea8268408,俺は動かないんだが。,raw-L15690,0.2573495460187471,15691,"は？日本語なんだが？

はぁ？それはありえないんだが？
資料であることとそうでないことはテレビの報道によるニュースで明らかだぞ？"
lexical,04479d50da9635528e3eadb7,存在感が桁外れな存在感だ。,raw-L13613,0.1346464955796993,13614,"ナイトが装備する最強武器はいろいろある
忍者ごときがｺﾞﾁｬｺﾞﾁｬ五月蝿いよ？
ナイトは忍者の人気を落とすような薄汚いマネはしないんだが汚いよな忍者は・・
自分の地位をまもるために何か必死杉で笑えるし
それに比べてナイトは忍者みたいに汚くないな
存在感が桁外れな存在感なのでたびたび人と
接触するけどこれも相手にされない雑魚の不可抵抗な妬み関係がほとんど
だがそう言うやつらも最期にはふれひすからな
ナイトは別格だという事を思い知らされる事件だったかな・・そいつはナイトの権力でＬＳの法律を乱すので削除されたらしい"
lexical,7c9b4c03ada1c799a5d763ac,存在感が桁外れな存在感なんだが。,raw-L13613,0.14965712948450527,13614,"ナイトが装備する最強武器はいろいろある
忍者ごときがｺﾞﾁｬｺﾞﾁｬ五月蝿いよ？
ナイトは忍者の人気を落とすような薄汚いマネはしないんだが汚いよな忍者は・・
自分の地位をまもるために何か必死杉で笑えるし
それに比べてナイトは忍者みたいに汚くないな
存在感が桁外れな存在感なのでたびたび人と
接触するけどこれも相手にされない雑魚の不可抵抗な妬み関係がほとんど
だがそう言うやつらも最期にはふれひすからな
ナイトは別格だという事を思い知らされる事件だったかな・・そいつはナイトの権力でＬＳの法律を乱すので削除されたらしい"
lexical,bd08c302a3e84ba876c0bb16,存在感が桁外れな存在感だからな。,raw-L02601,0.4164219230555039,2602,世界１だからな
lexical,4146e1acb40acb3dccaa7bda,今日は寒いんだが。,raw-L05970,0.7448187833621794,5971,今日は休み
lexical,4658cf1c15ce08ebe796b5d6,今日は寒いからな。,raw-L05970,0.7387104075811959,5971,今日は休み
lexical,8b227ab3d843d610524e7a8e,今日は寒いんだが。,raw-L05970,0.7448187833621794,5971,今日は休み
lexical,c0aec3982d3b6fe609a40709,今日は寒いからな。,raw-L05970,0.7387104075811959,5971,今日は休み
lexical,dc2a59036253e31e340b435f,田中が佐藤を助けたからな。,raw-L02601,0.1878089705620944,2602,世界１だからな
lexical,a85b95ccde49e8eafad4ab2e,田中が佐藤を助けたんだが。,raw-L15578,0.2207593379614307,15579,"光は2ｃｈ見てないってさっきも言ったんだが
ちゃんとログくらい読めよ"
lexical,24dae526f57096afb10db831,田中がAを復旧したからな。Bは停止中で、俺は明日確認する。,raw-L03472,0.19451374063795998,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,b0fa7fdcfd7067cb5a38f21b,田中がAを復旧したんだが。Bは停止中で、俺は明日確認する。,raw-L04861,0.22561693136324468,4862,"その分隔の差がでかいだろ
だからこの二つで比較したんだが、頭平気か？

おまえこそ釣りだろ"
lexical,2492c5af63973a27830c1aee,田中がAを復旧した。Bは停止中で、俺は明日確認する。,raw-L15989,0.1732415754997897,15990,"目の前で上級者の人達が激AAAを山積みにしている画面を見て俺は知ったんだよ。
その人達は激この子とかそういったレベルを遥かに越えている。

どうやってもあの人たちに追いつけるはずがない。
中には俺がクリアすらできない鬼FaXXをAAでクリアしている人もいる。

この人達の目の前でプレイすること自体恐れ入るものがあるが、
俺も最低限の努力として足9までは全て埋めようと100円玉を何枚も犠牲にした。
しかし叶わなかった。

そんな低レベルの人間があの人達の前でプレイして良いものかと考えた。
その結果、俺はもうこのゲームをプレイできる人間ではないと理解した。

そのくらいは普通考えるだろう。"
lexical,2e8c9dfce853e882911a0600,俺は処理の速さとスピードをアッピルしたんだが。,raw-L01276,0.32256846725836946,1277,"本当は１０００キロ
マッハ音速のスピードだべ"
lexical,33e9c0376b866baac9fb4bf1,俺は処理の速さとスピードをアッピルしたからな。,raw-L01276,0.3147270083039302,1277,"本当は１０００キロ
マッハ音速のスピードだべ"
lexical,cf6f48a5992dde59addb0590,俺は処理の速さとスピードをアッピルしました。,raw-L01276,0.33059742124042274,1277,"本当は１０００キロ
マッハ音速のスピードだべ"
lexical,b75deb4cca8e208ba922162e,ぜいいんにアドバイスを助言したが、ふいんきは悪かったからな。,raw-L10484,0.14643051965424966,10486,"ldyLBSRAからのレスが遅いな。怒って帰ったかな。
怒って当然か。お前等は無関係の人を一人晒してしまってそれに常識を持ったldyLBSRAを本人扱いしようとしたんだからな
ここで調子に乗ったやつぜいいんここで名前言って謝るべきだぞ"
lexical,f9cf994c482f1a6f7c768535,ぜいいんにアドバイスを助言したが、ふいんきは悪かったんだが。,raw-L15578,0.1603080226894802,15579,"光は2ｃｈ見てないってさっきも言ったんだが
ちゃんとログくらい読めよ"
lexical,9c9765a81213f9aa1b2c5570,ぜいいんに助言したが、ふいんきは悪かったからな。,raw-L10484,0.1591261251557874,10486,"ldyLBSRAからのレスが遅いな。怒って帰ったかな。
怒って当然か。お前等は無関係の人を一人晒してしまってそれに常識を持ったldyLBSRAを本人扱いしようとしたんだからな
ここで調子に乗ったやつぜいいんここで名前言って謝るべきだぞ"
lexical,03ddc7467fecefdca439d19b,俺は怒りが有頂天になった。,raw-L09716,0.19448068828600512,9717,"お前らは一級廃人のおれの足元にも及ばない貧弱一般人
その一般人どもが一級廃人のおれに対してナメタ言葉を使うことでおれの怒りが有頂天になった
この怒りはしばらくおさまる事を知らない"
lexical,f0c669b452d59066f503ccc5,俺は怒りが頂点に達したからな。,raw-L03472,0.2551424617331828,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,bde0176d7e6d8c507fc17601,俺は深い悲しみに包まれた。,raw-L13109,0.2073412791459111,13110,"は？俺がブロント？なんでそうなるのかわけわからん
第三者の中立的立場から客観的な意見を言ってるだけなんだが・・・

ブロントは鯖のトップに立つ大物だから特に嫉妬がすごかったらしい
きっと鬼の首取ったように周囲が騒ぎブロントは深い悲しみに包まれた"
lexical,341f741ec31fce94d49ce80c,俺はとても悲しかったからな。,raw-L08132,0.18075460077208835,8133,どうやら煽るだけで誰も完璧な評価表を作れないので俺のが正しかった
lexical,d738acb4a2f696ff2120fd27,資料は貴重に大切です。,raw-L01213,0.22016248169201177,1214,童貞ですかぁ？
lexical,8c157b7b06412f089be951bb,全然全く動かない。,raw-L05573,0.2039053510938129,5575,"ヴァサーゴ：超強力に最強。入手超困難。持ってると凄くうらやましがられる。

デモスラ：中途半端な性能。比較的お手軽に入手可能。持ってても全然凄いと思われない。

バーバリ：性能、入手条件はデモスラと同等。持ってても誰も気が付かない。"
lexical,0ad409ec053a0184986ba60e,全然全く動かないからな。,raw-L05822,0.28984335504887543,5823,"だから防御高いからそんなの全然効かないって
暗黒は雑魚にしか大ダメージ出せないからな"
lexical,daebc811f9093435b78c99db,全然全く動かないんだが。,raw-L15690,0.22456210999057583,15691,"は？日本語なんだが？

はぁ？それはありえないんだが？
資料であることとそうでないことはテレビの報道によるニュースで明らかだぞ？"
lexical,e692b8eaec24c06b189d8b7b,それは確定的なんだが。,raw-L15690,0.18065188404916263,15691,"は？日本語なんだが？

はぁ？それはありえないんだが？
資料であることとそうでないことはテレビの報道によるニュースで明らかだぞ？"
lexical,1c35b460c04544efe79d2884,それは確定的だからな。,raw-L02601,0.4000076341012904,2602,世界１だからな
lexical,edc31b0a9049a9621bece27f,それは確定的だ。,raw-L05164,0.17441284693741727,5166,まぁ、デモスラ＞＞＞＞＞＞バーバリアンは確定だべな
lexical,59e001e6ab085fe81cd5beb9,ぜいいんが速さとスピードを比較した。,raw-L01276,0.3046683786336918,1277,"本当は１０００キロ
マッハ音速のスピードだべ"
lexical,8fb7d6cd490dbad2d8374588,ぜいいんが速さとスピードを比較したからな。,raw-L01276,0.27819866615659333,1277,"本当は１０００キロ
マッハ音速のスピードだべ"
lexical,c2bfcb86bf2ccdbbe7bf07a3,ぜいいんが速さとスピードを比較したんだが。,raw-L01276,0.28357021455664205,1277,"本当は１０００キロ
マッハ音速のスピードだべ"
lexical,1d2fd3e1a0aee85c3f141d2d,速度制限を確認したんだが。,raw-L04861,0.3224104995478411,4862,"その分隔の差がでかいだろ
だからこの二つで比較したんだが、頭平気か？

おまえこそ釣りだろ"
lexical,3d3e7d66562d700e6d922c29,速度制限を確認したからな。,raw-L03472,0.2691655343288857,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,4ba3486c499b6a19ca2e136f,俺は明日確認するかもしれない。,raw-L06582,0.4284590960797278,6583,"グラットン狼鯖１１０万
どんどん値上がりしてる
明日には２００万越えるかもしれない"
lexical,83c46ecc4fe1ca40f941980d,俺は確認しなかったからな。,raw-L06936,0.22831338217247307,6937,"やはりそうか
もしあいつが犯人ならここから消えた後にすぐFFに現れるのは不自然じゃないからな
ところが昨日はそうじゃなかったからやはり無実でしょう"
lexical,630baea60fceeb0578858b08,俺は確認しなかったんだが。,raw-L13095,0.290452294273191,13096,"当時はブロントの鯖で持ってる人いなかったんだが
ブロントを知らないくせにあんまりふざけたこと言うなよ"
lexical,098b620b57582dd36f767bc9,俺は確認しませんでした。,raw-L15101,0.22741543477240939,15102,ばかかこいつ【練習相手になりません】
lexical,f2f92e2f8191ddcd5fac1dfe,俺は100件の記録を確認したんだが。,raw-L04861,0.2795178625288929,4862,"その分隔の差がでかいだろ
だからこの二つで比較したんだが、頭平気か？

おまえこそ釣りだろ"
lexical,370ced74890ddbbec6b93afb,俺は100件の記録を確認したからな。,raw-L03472,0.23697707866133447,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,55564699f8452b555bc9309a,俺は100件の記録を確認した。,raw-L01315,0.3037978953995511,1316,ロトさんの限界は350＋650＝1000だべ？
lexical,a97417e9ea3aea4c342759f7,俺はAからBへ3個を渡したんだが。,raw-L04861,0.3470655321364254,4862,"その分隔の差がでかいだろ
だからこの二つで比較したんだが、頭平気か？

おまえこそ釣りだろ"
lexical,dba3429ac8d34476f1bc4d3e,俺はAからBへ3個を渡したからな。,raw-L03472,0.28386416320627283,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,a0a8ef828ba112e6d0f70d00,俺はAからBへ3個を渡した。,raw-L11537,0.17633049208975515,11538,"10分も考えて無い。１分で完成した。自分の信念があるから意見は瞬間で出るが？
ひまじゃないからずっと見てるわけじゃないというだけ
で？言いたい事はおわったか？"
lexical,65f8f45806be513b274d0e75,もしぜいいんが来れば確認する。,raw-L10168,0.1756394594124724,10170,"黙れよ。Fulioは結構いいやつだと言う事はぜいいん知ってること
それに謙虚だからウソ言うやつは死ねよ（本気で）
お前等そんなこと言ってるけど超装備のうらやましんだろう？死ねよ"
lexical,82194e41426a7cfe046297b4,私立学校でふいんきを調べた。,raw-L01210,0.15419519090502568,1211,不良だから学校さぼるべ？
lexical,8b17ae36dc41dda0e792a299,私立学校でふいんきを調べたからな。,raw-L02601,0.1601315489830813,2602,世界１だからな
lexical,18c27da631462029ab0e6038,私立学校でふいんきを調べたんだが。,raw-L15578,0.1824907877591397,15579,"光は2ｃｈ見てないってさっきも言ったんだが
ちゃんとログくらい読めよ"
lexical,9fd74965954422d091288be5,田中がAを復旧したからな。,raw-L03472,0.2618439789807104,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,5e277fb454994996df935fe9,田中がAを復旧したんだが。,raw-L04861,0.31247687801834967,4862,"その分隔の差がでかいだろ
だからこの二つで比較したんだが、頭平気か？

おまえこそ釣りだろ"
lexical,68faef2a12a47cc8049c206b,Bは停止中なんだが。,raw-L15686,0.2575953825840909,15687,"しかし漫画家の小幡はナイフを見つかることがどれだけ馬鹿なんだよ。
普通は郵送で送ることが基本なんだが？素人がナイフ持つなと言いたい。"
lexical,1000edcfaba44089832295fa,Bは停止中だからな。,raw-L02601,0.7148615866290167,2602,世界１だからな
lexical,66dbef94505c5ba041a2cc3b,俺は明日確認するんだが。,raw-L00877,0.2239606578090545,878,"なんでゼータ２馬鹿にするんだ？
おまえらはゼータ２より強いのか？"
lexical,cfcd3fcf5c33cb7ef1cfcf4e,俺は明日確認するからな。,raw-L07232,0.2405255928803411,7233,"うるさいないちいち
ちょっと間違えて勘違いしただけだろ
焦ってれば誰でもミスはするからな"
lexical,44f755efebe1fd5937673221,俺は明日確認する。,raw-L00189,0.12568769509713867,190,俺は高二だ
lexical,fca2386d4769cbe241f14b48,田中は佐藤を助けなかったんだが。,raw-L13095,0.2741378977891177,13096,"当時はブロントの鯖で持ってる人いなかったんだが
ブロントを知らないくせにあんまりふざけたこと言うなよ"
lexical,1c7d67e7f192da20cd18da2b,田中は佐藤を助けなかったからな。,raw-L06936,0.21645490770316145,6937,"やはりそうか
もしあいつが犯人ならここから消えた後にすぐFFに現れるのは不自然じゃないからな
ところが昨日はそうじゃなかったからやはり無実でしょう"
lexical,2387d96b0e46ace380a2be10,担当者が100件の記録を確認したんだが。,raw-L04861,0.26964213704387524,4862,"その分隔の差がでかいだろ
だからこの二つで比較したんだが、頭平気か？

おまえこそ釣りだろ"
lexical,3e0aa1efda6b5289c5805dfd,担当者が100件の記録を確認したからな。,raw-L03472,0.22935892597236296,3473,"やめとけ
やったら殺す
前のＨＰ荒らした奴は全員住んでる住所をつきとめて殺したからな"
lexical,602f2410c67d0f3094ebee9f,今日は雨が降っているんだが。,raw-L05970,0.555223531754337,5971,今日は休み
lexical,71cf283ce550dc7618356890,今日は雨が降っているからな。,raw-L05970,0.5561387592072379,5971,今日は休み
lexical,f92914a4ab68e29872fa2ecd,会議が長くて疲れたんだが。,raw-L15578,0.24660007250321206,15579,"光は2ｃｈ見てないってさっきも言ったんだが
ちゃんとログくらい読めよ"
lexical,070c88f21c275d1625904bf3,会議が長くて疲れたからな。,raw-L03602,0.28986096692506924,3603,"呼ばれたから来たべ
俺の偽者がいるとはいい度胸だな"
lexical,e2b2afc844fbcdf70c0d279b,念のため資料を何度も見直したので提出が遅れたからな。,raw-L06874,0.26291604177068106,6875,全てが解決したのでこれで終了
lexical,8f02c51e0e2e3fb6c60603a2,念のため資料を何度も見直したので提出が遅れたんだが。,raw-L06874,0.291323784454689,6875,全てが解決したのでこれで終了
script_masked,input-01,私は最強だ。,raw-L15794,0.925074652156461,15795,奴らだな強情な。
script_masked,input-02,すでに時間切れだった。,raw-L10714,0.7844366259879474,10716,俺に聞かれてもわかるわけない。
script_masked,input-03,敵を瞬殺した。,raw-L15836,0.5440939791320274,15837,言われてみればそうかもしれなかった。一理ある。
script_masked,input-04,私は動かないです。,raw-L10714,0.978936797555465,10716,俺に聞かれてもわかるわけない。
script_masked,input-05,存在感が桁外れだ。,raw-L00009,0.5996416363868766,10,精神も一応体の一部だぞ
script_masked,input-06,今日は寒い。,raw-L15794,0.5026134790637827,15795,奴らだな強情な。
script_masked,input-07,今日は寒いです。,raw-L10714,0.8495097659460833,10716,俺に聞かれてもわかるわけない。
script_masked,input-08,田中が佐藤を助けた。,raw-L08021,0.604614838042981,8022,本人に聞いた
script_masked,input-09,田中がAを復旧した。Bは停止中で、私は明日確認する。,raw-L02591,0.448887443873016,2592,正解だ、覚えとけ
script_masked,input-10,私は処理の速度をアピールしました。,raw-L04527,0.7188618542023159,4528,"一番攻撃力のダメージがすごいやつが最強に決まってるだろ
頭悪ぃな"
script_masked,input-11,全員に助言したが、雰囲気は悪かった。,raw-L15758,0.6979350881819222,15759,"挙動不審なのが明らかだし、普通は捕まらないのは
小幡が可能性的にクスリの疑いがあったからだし。
そんな理由は通らない。"
script_masked,input-12,私は怒りが頂点に達した。,raw-L08021,0.629820243314555,8022,本人に聞いた
script_masked,input-13,私はとても悲しかった。,raw-L10714,0.9228170811693324,10716,俺に聞かれてもわかるわけない。
script_masked,input-14,資料は貴重です。,raw-L01893,0.5653083275670383,1894,俺の名字は加藤だべ
script_masked,input-15,全然動かない。,raw-L10714,0.7420477122595175,10716,俺に聞かれてもわかるわけない。
script_masked,input-16,それは確実だ。,raw-L15794,0.9864221549153622,15795,奴らだな強情な。
script_masked,input-17,全員が速さとスピードを比較した。,raw-L01617,0.6641825198027151,1618,ギガデインの雷は超強烈なダメージの威力が出るべ
script_masked,input-18,速度制限を確認した。,raw-L00009,0.596713305069662,10,精神も一応体の一部だぞ
script_masked,input-19,私は明日確認するかもしれない。,raw-L10714,0.8093509624445026,10716,俺に聞かれてもわかるわけない。
script_masked,input-20,私は確認しませんでした。,raw-L10714,0.9040779636695859,10716,俺に聞かれてもわかるわけない。
script_masked,input-21,田中は「私は全員に助言します」と言った。,raw-L14212,0.5190120556321325,14213,"勘違いしている物がいるがナイトは盾としても最高級だが
アタッカーとしても最高級品だというだけの話だな
俺はつい最近ＰＴになったんだが俺が入った後で忍者が現れた
俺より入荷が遅かったので確実に明らかに盾としてではなかったが
いざ戦闘が始るといきなり挑発する馬鹿忍者だったので俺が「俺が盾なので挑発する暇があるならば攻撃しろ」というと
「空蝉あるから分散させた方が良い」といったので「じゃ挑発はするな」といった
するとどうだろう俺からタゲが剥がれないという事件が起きた「俺は俺を殺す気か？」と裏テルすると
忍者は「ナイトの攻撃が強くて挑発なしではタゲが取れない」すると戦士が「しかも固いので敵の恨みが発散していない」といわれた
俺はなるほどと思ったついに忍者と戦士がナイトに負けを認めた瞬間だったという"
script_masked,input-22,私は助言したと田中が言った。,raw-L12800,0.7331018614039844,12801,侍は強いので強化の必要はない
script_masked,input-23,私は100件の記録を確認した。,raw-L05989,0.716619254613772,5990,うちの鯖は２５０万とやや安め
script_masked,input-24,私はAからBへ3個を渡した。,raw-L00424,0.47487938625520015,425,うるせーばか
script_masked,input-25,確認してくれてありがとうございます。,raw-L10714,0.9264138225455768,10716,俺に聞かれてもわかるわけない。
script_masked,input-26,どうすればいいですか？,raw-L14955,0.9424433835323305,14956,相手にされてないというのがわからりませんか？
script_masked,input-27,もし全員が来れば確認する。,raw-L00134,0.6554545053021812,135,地元じゃ伝説の不良って言われてる
script_masked,input-28,私立学校で雰囲気を調べた。,raw-L15574,0.6675724093787165,15575,そういう悪口は名誉毀損で犯罪行為だからお前は死ぬ
script_masked,input-29,田中がAを復旧した。,raw-L04007,0.519285471004524,4008,HPってHが体力でPがパワーだべ？
script_masked,input-30,Bは停止中だ。,raw-L15794,0.7937142163551647,15795,奴らだな強情な。
script_masked,input-31,私は明日確認する。,raw-L15574,0.561769407145015,15575,そういう悪口は名誉毀損で犯罪行為だからお前は死ぬ
